,time,lon,lat,elev,atemp,hr,cad,c_delta_elev,c_delta_time,c_delta_sph2d,c_delta_sph3d,c_dist_sph2d,c_dist_sph3d,c_delta_geo2d,c_delta_geo3d,c_dist_geo2d,c_dist_geo3d,c_speed,c_speed_filtered
20,2022-11-01 08:14:49+00:00,10.515811,44.220679,1222.8,23.0,139.0,0.0,1.0,6.0,38.851620332258726,38.86448767759559,317.9847929289665,318.1558786745264,38.869834186017535,38.882695503893466,317.92699559665635,318.0980885455041,6.480449250648911,6.384250386938158
21,2022-11-01 08:14:53+00:00,10.515637,44.220532,1224.0,23.0,141.0,0.0,1.2000000000000455,4.0,21.434649642350113,21.468213835582596,339.4194425713166,339.624092510109,21.45056819838198,21.484107522385855,339.3775637950383,339.5821960678899,5.371026880596464,6.383417160988406
22,2022-11-01 08:14:55+00:00,10.515534,44.220461,1224.6,23.0,142.0,0.0,0.599999999999909,2.0,11.388578871248013,11.404373227259645,350.8080214425646,351.02846573736866,11.401014421259138,11.416791573544588,350.7785782162975,350.9989876414345,5.708395786772294,6.398459976641697
23,2022-11-01 08:14:56+00:00,10.515473,44.220426,1225.0,23.0,142.0,0.0,0.40000000000009095,1.0,6.227044854492493,6.239878814517275,357.0350662970571,357.26834455188595,6.235781377389222,6.248597393543155,357.0143595936867,357.24758503497765,6.248597393543155,6.409152151030286
24,2022-11-01 08:15:02+00:00,10.515031,44.220276,1225.0,23.0,145.0,0.0,0.0,6.0,38.97226300239133,38.97226300239133,396.00732929944843,396.2406075542773,39.05488459787177,39.05488459787177,396.0692441915585,396.3024696328494,6.5091474329786285,6.391196127152851
25,2022-11-01 08:15:09+00:00,10.514538,44.220026,1225.6,23.0,144.0,0.0,0.599999999999909,7.0,48.12733572835138,48.13107566125493,444.1346650277998,444.37168321553224,48.20433756112321,48.20807152030367,444.2735817526817,444.5105411531531,6.886867360043381,6.339500976198313
26,2022-11-01 08:15:11+00:00,10.514479,44.219965,1225.8,23.0,144.0,0.0,0.20000000000004547,2.0,8.253104998439557,8.255527973138243,452.38777002623937,452.62721118867046,8.25655107972587,8.258973043431153,452.53013283240756,452.7695141965842,4.1294865217155765,6.27975619785092
27,2022-11-01 08:15:13+00:00,10.514447,44.219879,1226.0,23.0,143.0,0.0,0.20000000000004547,2.0,9.896949622911082,9.898970241314993,462.2847196491505,462.52618142998546,9.892234994565309,9.894256575797018,462.42236782697285,462.66377077238127,4.947128287898509,6.209372605986938
28,2022-11-01 08:15:15+00:00,10.514426,44.219793,1227.2,23.0,142.0,0.0,1.2000000000000455,2.0,9.70810398656196,9.781987682158485,471.99282363571245,472.30816911214396,9.702245668844046,9.776173638934774,472.1246134958169,472.43994441131605,4.888086819467387,6.177556705419736
29,2022-11-01 08:15:17+00:00,10.514425,44.219702,1227.8,23.0,142.0,0.0,0.599999999999909,2.0,10.119066414960917,10.136839009789485,482.11189005067337,482.4450081219334,10.11192027109328,10.129705403857859,482.23653376691016,482.56964981517393,5.064852701928929,6.202747289993405
30,2022-11-01 08:15:24+00:00,10.514595,44.219344,1228.0,23.0,145.0,0.0,0.20000000000004547,7.0,42.04992076311642,42.05039638557964,524.1618108137898,524.4954045075131,42.035335196697254,42.03581098419174,524.2718689636074,524.6054607993657,6.005115854884535,6.301416384247574
31,2022-11-01 08:15:25+00:00,10.514609,44.219285,1228.0,23.0,145.0,0.0,0.0,1.0,6.654698552737653,6.654698552737653,530.8165093665274,531.1501030602507,6.650645125144815,6.650645125144815,530.9225140887522,531.2561059245105,6.650645125144815,6.472377441517255
32,2022-11-01 08:15:26+00:00,10.51461,44.219223,1228.2,23.0,145.0,0.0,0.20000000000004547,1.0,6.894555761221213,6.897455990768527,537.7110651277486,538.0475590510192,6.889687898040582,6.892590175863271,537.8122019867928,538.1486961003737,6.892590175863271,6.676079527289557
33,2022-11-01 08:15:27+00:00,10.514599,44.219164,1228.4,23.0,146.0,0.0,0.20000000000004547,1.0,6.618815546657059,6.621836545903954,544.3298806744057,544.6693955969232,6.61454151363571,6.617564464031326,544.4267435004285,544.7662605644051,6.617564464031326,6.845157727347006
34,2022-11-01 08:15:31+00:00,10.514539,44.218932,1228.8,23.0,147.0,0.0,0.3999999999998636,4.0,26.236635540867546,26.23968453515236,570.5665162152732,570.9090801320756,26.22111753802714,26.224168336537087,570.6478610384556,570.9904289009422,6.556042084134272,6.956487763535887
35,2022-11-01 08:15:33+00:00,10.514561,44.218814,1229.0,23.0,147.0,0.0,0.20000000000004547,2.0,13.23763235793236,13.239143115918715,583.8041485732056,584.1482232479943,13.229083563517102,13.230595297662097,583.8769446019727,584.2210241986044,6.615297648831048,7.015445851673567
36,2022-11-01 08:15:35+00:00,10.51463,44.218704,1229.0,23.0,147.0,0.0,0.0,2.0,13.410610811821298,13.410610811821298,597.2147593850268,597.5588340598156,13.408945334894375,13.408945334894375,597.2858899368671,597.6299695334988,6.704472667447187,7.038542284405752
37,2022-11-01 08:15:37+00:00,10.514733,44.218606,1228.8,22.0,146.0,0.0,-0.20000000000004547,2.0,13.642670442796064,13.644136352687969,610.8574298278229,611.2029704125035,13.650132685378003,13.6515977939736,610.9360226222451,611.2815673274723,6.8257988969868,7.191447699005425
38,2022-11-01 08:15:39+00:00,10.514884,44.21852,1228.6,22.0,145.0,0.0,-0.20000000000004547,2.0,15.370457555714248,15.371758698080491,626.2278873835371,626.574729110584,15.392207150169552,15.393506454142628,626.3282297724146,626.675073781615,7.696753227071314,7.305805460829997
39,2022-11-01 08:15:41+00:00,10.515063,44.218415,1228.4,22.0,144.0,0.0,-0.1999999999998181,2.0,18.433748845376137,18.43483377995055,644.6616362289133,645.0095628905345,18.458934755582426,18.460018209927334,644.787164527997,645.1350919915423,9.230009104963667,7.38915599569965
40,2022-11-01 08:15:43+00:00,10.515218,44.218276,1228.2,22.0,143.0,0.0,-0.20000000000004547,2.0,19.785608095549684,19.78661890547956,664.447244324463,664.7961817960141,19.79833063167506,19.79934079208505,664.5854951596721,664.9344327836274,9.899670396042525,7.551222629777726
41,2022-11-01 08:15:45+00:00,10.515318,44.218122,1227.8,22.0,141.0,0.0,-0.40000000000009095,2.0,18.88760133340768,18.89183644143003,683.3348456578707,683.6880182374441,18.88590170301099,18.890137192085014,683.471396862683,683.8245699757124,9.445068596042507,7.702588937978557
42,2022-11-01 08:15:47+00:00,10.515337,44.217959,1227.4,22.0,138.0,0.0,-0.3999999999998636,2.0,18.18793556786319,18.1923335562193,701.5227812257339,701.8803517936634,18.175518583636197,18.17991957584259,701.6469154463192,702.004489551555,9.089959787921295,7.778709188466034
43,2022-11-01 08:15:49+00:00,10.515267,44.217815,1227.4,22.0,136.0,0.0,0.0,2.0,16.956021201067223,16.956021201067223,718.478802426801,718.8363729947306,16.950396234641484,16.950396234641484,718.5973116809607,718.9548857861965,8.475198117320742,7.823253121124584
44,2022-11-01 08:15:51+00:00,10.51516,44.2177,1227.2,22.0,135.0,0.0,-0.20000000000004547,2.0,15.369795563870683,15.371096762273632,733.8485979906717,734.2074697570042,15.375317660351742,15.376618391464495,733.9726293413124,734.331504177661,7.688309195732248,7.876528830590639
45,2022-11-01 08:15:55+00:00,10.514907,44.217508,1227.6,22.0,135.0,0.0,0.3999999999998636,4.0,29.365284580087888,29.368008759014415,763.2138825707596,763.5754785160186,29.39246239850779,29.395184058748367,763.3650917398202,763.7266882364094,7.348796014687092,7.901451769998419
46,2022-11-01 08:15:57+00:00,10.514817,44.217396,1227.8,22.0,136.0,0.0,0.20000000000004547,2.0,14.371557579118672,14.37294914935426,777.5854401498782,777.9484276653728,14.373798274089843,14.375189627418074,777.73889001391,778.1018778638274,7.187594813709037,7.897405641810866
47,2022-11-01 08:15:59+00:00,10.514826,44.217266,1228.2,22.0,137.0,0.0,0.40000000000009095,2.0,14.473143867911046,14.478670291889763,792.0585840177893,792.4270979572626,14.463036764284313,14.468567048779908,792.2019267781943,792.5704449126074,7.234283524389954,7.856562541045058
48,2022-11-01 08:16:01+00:00,10.514923,44.217171,1228.8,22.0,138.0,0.0,0.599999999999909,2.0,13.089900577118117,13.103644421260718,805.1484845949074,805.5307423785233,13.096458064003402,13.11019503372088,805.2983848421977,805.6806399463283,6.55509751686044,7.839974771264606
49,2022-11-01 08:16:06+00:00,10.515264,44.216889,1229.4,22.0,140.0,0.0,0.6000000000001364,5.0,41.494293969716026,41.49863168883056,846.6427785646234,847.0293740673538,41.52659257178173,41.53092691745222,846.8249774139795,847.2115668637805,8.306185383490444,7.867514906400345
50,2022-11-01 08:16:09+00:00,10.515458,44.216689,1229.6,22.0,141.0,0.0,0.1999999999998181,3.0,27.085169879681324,27.085908281082183,873.7279484443047,874.115282348436,27.09658796644512,27.097326056703427,873.9215653804246,874.3088929204839,9.032442018901142,7.806298358639756
51,2022-11-01 08:16:11+00:00,10.515506,44.216546,1229.6,22.0,140.0,0.0,0.0,2.0,16.354562085364197,16.354562085364197,890.082510529669,890.4698444338003,16.34610026978878,16.34610026978878,890.2676656502133,890.6549931902726,8.17305013489439,7.734962068709547
52,2022-11-01 08:16:13+00:00,10.515437,44.216415,1229.4,22.0,138.0,0.0,-0.1999999999998181,2.0,15.569931945601525,15.571216419749062,905.6524424752705,906.0410608535493,15.565652830838506,15.566937658068484,905.8333184810518,906.2219308483411,7.783468829034242,7.698225354327475
53,2022-11-01 08:16:15+00:00,10.51526,44.216361,1229.2,22.0,137.0,0.0,-0.20000000000004547,2.0,15.33078241451138,15.332086923869541,920.9832248897819,921.3731477774188,15.36485568999588,15.366157306704848,921.1981741710478,921.588088155046,7.683078653352424,7.681673328004102
54,2022-11-01 08:16:23+00:00,10.514554,44.216351,1230.0,22.0,138.0,0.0,0.7999999999999545,8.0,56.275516890463194,56.28120291259604,977.2587417802451,977.6543506900149,56.430336554524,56.43600697831879,977.6285107255718,978.0240951333648,7.054500872289848,7.634329967513383
55,2022-11-01 08:16:25+00:00,10.514406,44.216301,1230.2,22.0,139.0,0.0,0.20000000000004547,2.0,13.039518388391286,13.041052097173544,990.2982601686365,990.6954027871884,13.067219712320517,13.068750170160033,990.6957304378923,991.0928453035248,6.534375085080017,7.603359492684897
56,2022-11-01 08:16:26+00:00,10.514352,44.216265,1230.4,22.0,139.0,0.0,0.20000000000004547,1.0,5.877458434378609,5.880860281272484,996.1757186030151,996.5762630684609,5.884212707838391,5.887610652131035,996.5799431457307,996.9804559556558,5.887610652131035,7.611457757663271
57,2022-11-01 08:16:27+00:00,10.51431,44.216215,1230.6,22.0,139.0,0.0,0.1999999999998181,1.0,6.489571326580185,6.492652462805292,1002.6652899295952,1003.0689155312662,6.4909630254521415,6.494043501377762,1003.0709061711829,1003.4744994570335,6.494043501377762,7.62310326684424
58,2022-11-01 08:16:29+00:00,10.514273,44.216069,1231.0,22.0,140.0,0.0,0.40000000000009095,2.0,16.50010161252483,16.504949355379573,1019.1653915421201,1019.5738648866458,16.490261224728926,16.49511185957217,1019.5611673959118,1019.9696113166057,8.247555929786085,7.597327255723262
59,2022-11-01 08:16:31+00:00,10.514314,44.215928,1231.4,22.0,140.0,0.0,0.40000000000009095,2.0,16.015373109242393,16.02036753099767,1035.1807646513626,1035.5942324176435,16.00635906599812,16.011356299503806,1035.56752646191,1035.9809676161094,8.005678149751903,7.595556689142276
60,2022-11-01 08:16:37+00:00,10.514553,44.215504,1231.4,22.0,143.0,0.0,0.0,6.0,50.84890436671718,50.84890436671718,1086.0296690180796,1086.4431367843606,50.837667584629926,50.837667584629926,1086.40519404654,1086.8186352007394,8.472944597438321,7.477504976335039
61,2022-11-01 08:16:42+00:00,10.514771,44.215145,1232.8,22.0,142.0,0.0,1.3999999999998636,5.0,43.53593096745718,43.55843529332977,1129.565599985537,1130.0015720776903,43.52916371931271,43.55167154200548,1129.9343577658526,1130.370306742745,8.710334308401096,7.320154707958174
62,2022-11-01 08:16:47+00:00,10.514926,44.214767,1232.2,22.0,141.0,0.0,-0.599999999999909,5.0,43.809401029375124,43.813509543890845,1173.375001014912,1173.8150816215812,43.79048601827415,43.794596307269046,1173.7248437841267,1174.1649030500141,8.758919261453809,7.228686727513946
63,2022-11-01 08:16:51+00:00,10.514927,44.214496,1232.0,22.0,137.0,0.0,-0.20000000000004547,4.0,30.13397308026736,30.134636775681866,1203.5089740951794,1203.949718397263,30.112659464860553,30.11332363002556,1203.8375032489873,1204.2782266800398,7.52833090750639,7.16532615240618
64,2022-11-01 08:16:59+00:00,10.514811,44.213994,1232.8,22.0,138.0,0.0,0.7999999999999545,8.0,56.58032797544184,56.58598336875101,1260.0893020706212,1260.535701766014,56.54553872089702,56.55119759330004,1260.3830419698843,1260.8294242733398,7.068899699162505,7.109826718777183
65,2022-11-01 08:17:01+00:00,10.514731,44.213872,1233.8,22.0,140.0,0.0,1.0,2.0,14.989408063442827,15.022727917805236,1275.078710134064,1275.5584296838192,14.988200094701565,15.021522628509135,1275.3712420645859,1275.8509469018488,7.510761314254568,7.085111695487709
66,2022-11-01 08:17:03+00:00,10.514622,44.213764,1234.4,22.0,142.0,0.0,0.6000000000001364,2.0,14.821726676011766,14.833866038844997,1289.900436810076,1290.3922957226641,14.828876480081146,14.841009994656831,1290.200118544667,1290.6919568965056,7.420504997328416,7.072541244204489
67,2022-11-01 08:17:12+00:00,10.514146,44.213341,1234.8,21.0,143.0,0.0,0.3999999999998636,9.0,60.42781335220686,60.4291372313816,1350.3282501622828,1350.8214329540458,60.467546708463665,60.46886971773356,1350.6676652531307,1351.160826614239,6.718763301970395,7.078039917144496
68,2022-11-01 08:17:13+00:00,10.514111,44.213288,1234.8,21.0,143.0,0.0,0.0,1.0,6.520164781060492,6.520164781060492,1356.8484149433432,1357.3415977351062,6.519686185240736,6.519686185240736,1357.1873514383715,1357.6805127994799,6.519686185240736,7.081244146097791
69,2022-11-01 08:17:16+00:00,10.514059,44.213132,1235.4,21.0,144.0,0.0,0.6000000000001364,3.0,17.83464005753103,17.84472992179177,1374.6830550008742,1375.186327656898,17.825358266885413,17.835453382037148,1375.0127097052568,1375.5159661815171,5.945151127345716,6.982131535839713
70,2022-11-01 08:17:18+00:00,10.514041,44.213027,1236.0,21.0,144.0,0.0,0.599999999999909,2.0,11.763288634929644,11.778580538785853,1386.446343635804,1386.9649081956838,11.75557137313486,11.770873302727699,1386.7682810783917,1387.2868394842449,5.885436651363849,6.893334508533378
71,2022-11-01 08:17:24+00:00,10.513957,44.21269,1237.2,21.0,145.0,0.0,1.2000000000000455,6.0,38.06607818689853,38.08498796810985,1424.5124218227024,1425.0498961637936,38.04322201959641,38.06214315605869,1424.8115030979882,1425.3489826403036,6.343690526009781,6.665976518618609
72,2022-11-01 08:17:26+00:00,10.513897,44.212581,1237.6,21.0,145.0,0.0,0.3999999999998636,2.0,13.029513924305428,13.035652385042681,1437.5419357470078,1438.0855485488364,13.026374714417495,13.032514653757936,1437.8378778124056,1438.3814972940615,6.516257326878968,6.542360978667903
73,2022-11-01 08:17:28+00:00,10.513792,44.21249,1238.0,21.0,146.0,0.0,0.40000000000009095,2.0,13.130913852551489,13.137004932751173,1450.6728495995592,1451.2225534815875,13.140093134423584,13.146179961544945,1450.9779709468291,1451.5276772556065,6.5730899807724725,6.401267482824065
74,2022-11-01 08:17:30+00:00,10.513649,44.212432,1238.0,21.0,147.0,0.0,0.0,2.0,13.095334655813934,13.095334655813934,1463.7681842553732,1464.3178881374015,13.120400813000693,13.120400813000693,1464.09837175983,1464.6480780686072,6.560200406500346,6.3026795065883645
75,2022-11-01 08:17:32+00:00,10.513496,44.212406,1237.8,21.0,149.0,0.0,-0.20000000000004547,2.0,12.532153010679028,12.53374880405186,1476.300337266052,1476.8516369414533,12.564340413052904,12.565932118831233,1476.6627121728827,1477.2140101874384,6.2829660594156165,6.230021967906351
76,2022-11-01 08:17:40+00:00,10.512896,44.21242,1238.4,21.0,147.0,0.0,0.6000000000001364,8.0,47.84541515152378,47.84917711958756,1524.145752417576,1524.7008140610408,47.976921230237544,47.98067288744936,1524.6396334031203,1525.1946830748877,5.99758411093117,6.1379029467684925
77,2022-11-01 08:17:44+00:00,10.51257,44.212394,1239.4,21.0,146.0,0.0,1.0,4.0,26.142599266773118,26.16171814738257,1550.288351684349,1550.8625322084233,26.21344507522924,26.232512321774674,1550.8530784783495,1551.4271953966625,6.558128080443669,6.060787524598851
